Borough,Stop Name,Daytime Routes,Entrance Type,Entry Allowed,Entrance Latitude,Entrance Longitude
M,Lexington Av/51-53 Sts,6 E M,Stair,YES,40.7570081,-73.9718206
M,Lexington Av/51-53 Sts,6 E M,Stair,YES,40.7571387,-73.9717335
M,Lexington Av/51-53 Sts,6 E M,Stair,YES,40.7569558,-73.9716892
M,Lexington Av/51-53 Sts,6 E M,Stair,YES,40.7570533,-73.971523
M,Lexington Av/51-53 Sts,6 E M,Easement - Passage,YES,40.7568024,-73.9724813
M,Lexington Av/51-53 Sts,6 E M,Easement - Passage,YES,40.756711,-73.972445
M,Grand Central-42 St,4 5 6 7 S,Easement - Street,YES,40.751653,-73.977753
M,Grand Central-42 St,4 5 6 7 S,Easement - Street,YES,40.7517166,-73.9777087
M,Grand Central-42 St,4 5 6 7 S,Easement - Passage,YES,40.7516684,-73.977068
M,Grand Central-42 St,4 5 6 7 S,Easement - Passage,YES,40.7512862,-73.9765449
M,Grand Central-42 St,4 5 6 7 S,Easement - Street,YES,40.7517049,-73.9760214
M,Grand Central-42 St,4 5 6 7 S,Easement - Street,YES,40.7513391,-73.975424
M,Grand Central-42 St,4 5 6 7 S,Easement - Passage,YES,40.7518876,-73.9752306
M,Grand Central-42 St,4 5 6 7 S,Stair,YES,40.7512898,-73.9759395
M,Grand Central-42 St,4 5 6 7 S,Stair,YES,40.7512246,-73.9757784
M,Grand Central-42 St,4 5 6 7 S,Easement - Passage,YES,40.7520484,-73.9768899
M,Grand Central-42 St,4 5 6 7 S,Easement - Passage,YES,40.7521266,-73.9771513
M,Grand Central-42 St,4 5 6 7 S,Easement - Passage,YES,40.7521005,-73.976152
M,Grand Central-42 St,4 5 6 7 S,Easement - Passage,YES,40.7516405,-73.9772034
M,33 St,6,Stair,YES,40.7458701,-73.9826382
M,33 St,6,Stair,YES,40.7457096,-73.982544
M,33 St,6,Stair,YES,40.7455956,-73.9822425
M,33 St,6,Stair,YES,40.7465019,-73.9822146
M,33 St,6,Stair,YES,40.7456432,-73.982089
M,33 St,6,Stair,YES,40.7466574,-73.9818752
M,33 St,6,Stair,YES,40.746256,-73.9816418
M,33 St,6,Stair,YES,40.7465891,-73.9815176
M,33 St,6,Stair,YES,40.7462031,-73.9815063
M,28 St,6,Easement - Street,YES,40.7433326,-73.9843798
M,28 St,6,Easement - Street,YES,40.7435435,-73.9843465
M,28 St,6,Stair,YES,40.7432107,-73.9839527
M,28 St,6,Stair,YES,40.7433134,-73.9838806
M,28 St,6,Stair,YES,40.743153,-73.9838174
M,28 St,6,Stair,YES,40.743257,-73.983738
M,28 St,6,Easement - Passage,YES,40.7425051,-73.9851163
M,28 St,6,Easement - Passage,YES,40.7425871,-73.985057
M,23 St-Baruch College,6,Easement - Street,YES,40.739497,-73.9871065
M,23 St-Baruch College,6,Stair,YES,40.7397029,-73.9870722
M,23 St-Baruch College,6,Stair,YES,40.7402572,-73.9867682
M,23 St-Baruch College,6,Stair,YES,40.7400353,-73.9866692
M,23 St-Baruch College,6,Easement - Street,YES,40.7404209,-73.9865423
M,23 St-Baruch College,6,Stair,YES,40.7394821,-73.9865417
M,23 St-Baruch College,6,Stair,YES,40.7399784,-73.9863362
M,23 St-Baruch College,6,Stair,YES,40.7399737,-73.9861913
M,23 St-Baruch College,6,Stair,YES,40.7401236,-73.9859708
M,23 St-Baruch College,6,Elevator,YES,40.7401896,-73.9860916
M,23 St-Baruch College,6,Elevator,YES,40.7403755,-73.986545
M,23 St-Baruch College,6,Stair,YES,40.7393572,-73.9867884
M,23 St-Baruch College,6,Easement - Passage,YES,40.740447,-73.9864514
M,14 St-Union Sq,4 5 6 L N Q R W,Stair,YES,40.7345416,-73.9903207
M,14 St-Union Sq,4 5 6 L N Q R W,Stair,YES,40.7344735,-73.9901619
M,14 St-Union Sq,4 5 6 L N Q R W,Easement - Street,YES,40.7351896,-73.9897744
M,14 St-Union Sq,4 5 6 L N Q R W,Stair,YES,40.7342562,-73.9896953
M,14 St-Union Sq,4 5 6 L N Q R W,Stair,YES,40.7342034,-73.9895337
M,14 St-Union Sq,4 5 6 L N Q R W,Easement - Street,YES,40.7344166,-73.9894647
M,Astor Pl,6,Stair,YES,40.7300186,-73.9914524
M,Astor Pl,6,Stair,YES,40.7301227,-73.990823
M,Broadway-Lafayette St/Bleecker St,6 B D F M,Stair,YES,40.7249151,-73.9952877
M,Broadway-Lafayette St/Bleecker St,6 B D F M,Easement - Street,YES,40.725195,-73.9948982
M,Broadway-Lafayette St/Bleecker St,6 B D F M,Stair,YES,40.7259506,-73.9948122
M,Broadway-Lafayette St/Bleecker St,6 B D F M,Stair,YES,40.726046,-73.9947451
M,Broadway-Lafayette St/Bleecker St,6 B D F M,Stair,YES,40.7257192,-73.9945921
M,Broadway-Lafayette St/Bleecker St,6 B D F M,Stair,YES,40.7257567,-73.9943374
M,Broadway-Lafayette St/Bleecker St,6 B D F M,Stair,YES,40.7258499,-73.9942979
M,Spring St,6,Stair,YES,40.722408,-73.9974768
M,Spring St,6,Stair,YES,40.7224774,-73.9974188
M,Spring St,6,Easement - Street,YES,40.7221032,-73.9968123
M,Spring St,6,Stair,YES,40.7222255,-73.9967904
M,Canal St,6 J Z N Q R W,Stair,YES,40.7185261,-74.0008493
M,Canal St,6 J Z N Q R W,Stair,YES,40.7186913,-74.0007097
M,Canal St,6 J Z N Q R W,Elevator,YES,40.7186253,-74.0006026
M,Canal St,6 J Z N Q R W,Stair,YES,40.718197,-74.000388
M,Canal St,6 J Z N Q R W,Stair,YES,40.7181392,-74.0003139
M,Canal St,6 J Z N Q R W,Stair,YES,40.7183418,-74.00023
M,Canal St,6 J Z N Q R W,Elevator,YES,40.7182795,-74.0001254
M,Brooklyn Bridge-City Hall/Chambers St,4 5 6 J Z,Stair,YES,40.7118958,-74.0051917
M,Brooklyn Bridge-City Hall/Chambers St,4 5 6 J Z,Stair,YES,40.7118104,-74.005035
M,Brooklyn Bridge-City Hall/Chambers St,4 5 6 J Z,Stair,YES,40.7126808,-74.0050245
M,Brooklyn Bridge-City Hall/Chambers St,4 5 6 J Z,Stair,YES,40.712882,-74.0047881
M,Brooklyn Bridge-City Hall/Chambers St,4 5 6 J Z,Stair,YES,40.7123823,-74.0043668
M,Brooklyn Bridge-City Hall/Chambers St,4 5 6 J Z,Stair,YES,40.713846,-74.0038595
M,Brooklyn Bridge-City Hall/Chambers St,4 5 6 J Z,Stair,YES,40.7139166,-74.0036413
M,Brooklyn Bridge-City Hall/Chambers St,4 5 6 J Z,Elevator,YES,40.7127938,-74.0049162
M,Fulton St,2 3 4 5 A C J Z,Stair,YES,40.7111328,-74.0094053
M,Fulton St,2 3 4 5 A C J Z,Easement - Street,YES,40.7109577,-74.0093805
M,Fulton St,2 3 4 5 A C J Z,Stair,YES,40.7110324,-74.0091906
M,Fulton St,2 3 4 5 A C J Z,Station House,YES,40.710165,-74.009182
M,Fulton St,2 3 4 5 A C J Z,Stair,YES,40.7096991,-74.0099921
M,Fulton St,2 3 4 5 A C J Z,Easement - Street,YES,40.7097799,-74.0102942
M,Fulton St,2 3 4 5 A C J Z,Station House,YES,40.7104593,-74.0092735
M,Fulton St,2 3 4 5 A C J Z,Station House,YES,40.7107493,-74.0090283
M,Fulton St,2 3 4 5 A C J Z,Station House,YES,40.7107448,-74.0089504
M,Fulton St,2 3 4 5 A C J Z,Station House,YES,40.71056,-74.0085957
M,Fulton St,2 3 4 5 A C J Z,Easement - Street,YES,40.7103857,-74.0096861
M,Wall St,4 5,Easement - Street,YES,40.7072875,-74.012239
M,Wall St,4 5,Easement - Street,YES,40.7074302,-74.012129
M,Wall St,4 5,Stair,YES,40.7072321,-74.0120005
M,Wall St,4 5,Stair,YES,40.7076063,-74.0119486
M,Wall St,4 5,Stair,YES,40.7076363,-74.0119246
M,Wall St,4 5,Stair,YES,40.7075058,-74.0117912
M,Wall St,4 5,Stair,YES,40.7075602,-74.0117429
M,Wall St,4 5,Easement - Street,YES,40.7084833,-74.0112799
M,Wall St,4 5,Easement - Passage,YES,40.708035,-74.010665
M,Wall St,4 5,Easement - Street,YES,40.7080774,-74.0097526
M,Bowling Green,4 5,Stair,YES,40.7048374,-74.0145964
M,Bowling Green,4 5,Station House,YES,40.704157,-74.014509
M,Bowling Green,4 5,Stair,YES,40.7048029,-74.0144281
M,Bowling Green,4 5,Elevator,YES,40.7046839,-74.0139298
M,Bowling Green,4 5,Stair/Escalator,YES,40.7046471,-74.0135005
M,Bowling Green,4 5,Station House,YES,40.7040496,-74.0145537
M,Times Sq-42 St/Port Authority Bus Terminal,1 2 3 7 A C E N Q R W S,Stair,YES,40.7561767,-73.9863927
M,Times Sq-42 St/Port Authority Bus Terminal,1 2 3 7 A C E N Q R W S,Elevator,YES,40.7561022,-73.9864587
M,Grand Central-42 St,4 5 6 7 S,Easement - Street,YES,40.752846,-73.979798
M,Grand Central-42 St,4 5 6 7 S,Stair,YES,40.7530781,-73.9795699
M,Grand Central-42 St,4 5 6 7 S,Easement - Street,YES,40.7521574,-73.9781845
M,Grand Central-42 St,4 5 6 7 S,Easement - Street,YES,40.7522602,-73.9783584
M,Grand Central-42 St,4 5 6 7 S,Easement - Street,YES,40.7530377,-73.978068
M,Grand Central-42 St,4 5 6 7 S,Easement - Street,YES,40.753162,-73.9782205
M,Grand Central-42 St,4 5 6 7 S,Easement - Street,YES,40.7527444,-73.9786948
M,Grand Central-42 St,4 5 6 7 S,Easement - Passage,YES,40.752514,-73.977977
B,Grant Av,A,Station House,YES,40.6768128,-73.8654636
Q,80 St,A,Stair,YES,40.6793842,-73.8603012
Q,80 St,A,Stair,YES,40.6792308,-73.8603011
Q,80 St,A,Stair,YES,40.6795285,-73.8579979
Q,80 St,A,Stair,YES,40.6793664,-73.857978
Q,88 St,A,Stair,YES,40.6800052,-73.8504319
Q,88 St,A,Stair,YES,40.679839,-73.8504132
Q,Rockaway Blvd,A,Stair,YES,40.6803312,-73.8451644
Q,Rockaway Blvd,A,Stair,YES,40.6801766,-73.845147
Q,Rockaway Blvd,A,Stair,YES,40.6807663,-73.8425832
Q,Rockaway Blvd,A,Stair,YES,40.6806204,-73.8425312
Q,104 St,A,Stair,YES,40.6821514,-73.8368413
Q,104 St,A,Stair,YES,40.682034,-73.8367572
Q,104 St,A,Stair,YES,40.6813287,-73.838868
Q,104 St,A,Stair,YES,40.6814751,-73.8389172
Q,111 St,A,Stair,YES,40.684111,-73.832889
Q,111 St,A,Stair,YES,40.6839854,-73.8328351
Q,111 St,A,Stair,YES,40.684892,-73.8309535
Q,111 St,A,Stair,YES,40.6847601,-73.8308779
Q,Ozone Park-Lefferts Blvd,A,Stair,YES,40.68589,-73.827081
Q,Ozone Park-Lefferts Blvd,A,Stair,YES,40.6857503,-73.8270487
Q,Ozone Park-Lefferts Blvd,A,Stair,YES,40.6862522,-73.8243646
Q,Ozone Park-Lefferts Blvd,A,Stair,YES,40.6861196,-73.8243035
Q,Ozone Park-Lefferts Blvd,A,Elevator,YES,40.6862264,-73.8245399
Q,Middle Village-Metropolitan Av,M,Station House,YES,40.7122137,-73.8892288
Q,Fresh Pond Rd,M,Stair,YES,40.7060033,-73.8965041
Q,Fresh Pond Rd,M,Stair,YES,40.7062104,-73.8955923
Q,Fresh Pond Rd,M,Stair,YES,40.7061721,-73.895749
Q,Forest Av,M,Stair,YES,40.704443,-73.902389
Q,Forest Av,M,Stair,YES,40.7047753,-73.9022333
Q,Seneca Av,M,Stair,YES,40.702856,-73.907898
Q,Seneca Av,M,Stair,YES,40.7027905,-73.9075098
B,Knickerbocker Av,M,Stair,YES,40.6989325,-73.918769
B,Knickerbocker Av,M,Stair,YES,40.698717,-73.918655
B,Central Av,M,Stair,YES,40.697887,-73.926505
B,Central Av,M,Stair,YES,40.6980504,-73.9263066
B,President St-Medgar Evers College,2 5,Stair,YES,40.6681787,-73.950866
B,President St-Medgar Evers College,2 5,Stair,YES,40.6681618,-73.9504553
B,Sterling St,2 5,Stair,YES,40.6633164,-73.9510467
B,Sterling St,2 5,Stair,YES,40.6632311,-73.9506626
B,Winthrop St,2 5,Stair,YES,40.656171,-73.950346
B,Winthrop St,2 5,Stair,YES,40.6571982,-73.9499807
B,Church Av,2 5,Stair,YES,40.6509067,-73.9498197
B,Church Av,2 5,Elevator,YES,40.6507405,-73.9497579
B,Church Av,2 5,Stair,YES,40.6509756,-73.9497267
B,Church Av,2 5,Stair,YES,40.6506189,-73.9496863
B,Church Av,2 5,Stair,YES,40.6506527,-73.9494277
B,Church Av,2 5,Stair,YES,40.6509276,-73.9494175
B,Church Av,2 5,Elevator,YES,40.650748,-73.949384
B,Beverly Rd,2 5,Stair,YES,40.6450334,-73.9492515
B,Beverly Rd,2 5,Stair,YES,40.6450635,-73.9486637
B,Newkirk Av-Little Haiti,2 5,Stair,YES,40.6398937,-73.9486759
B,Newkirk Av-Little Haiti,2 5,Stair,YES,40.6399281,-73.948163
B,Flatbush Av-Brooklyn College,2 5,Stair,YES,40.6332807,-73.9479297
B,Flatbush Av-Brooklyn College,2 5,Stair,YES,40.6333082,-73.9478373
B,Flatbush Av-Brooklyn College,2 5,Stair,YES,40.6318572,-73.9476667
B,Flatbush Av-Brooklyn College,2 5,Stair,YES,40.632869,-73.9475376
B,Flatbush Av-Brooklyn College,2 5,Elevator,YES,40.632463,-73.947518
B,Flatbush Av-Brooklyn College,2 5,Stair,YES,40.6323382,-73.9474844
B,Flatbush Av-Brooklyn College,2 5,Stair,YES,40.632359,-73.947389
B,Flatbush Av-Brooklyn College,2 5,Stair,YES,40.6327597,-73.9473784
Bx,Pelham Bay Park,6,Elevator,YES,40.852803,-73.827195
Bx,Pelham Bay Park,6,Stair,YES,40.853012,-73.827172
Bx,Pelham Bay Park,6,Stair,YES,40.852824,-73.827035
Bx,Pelham Bay Park,6,Escalator,YES,40.853041,-73.826991
Bx,Pelham Bay Park,6,Overpass,YES,40.8523973,-73.8259847
Bx,Buhre Av,6,Stair,YES,40.846891,-73.832639
Bx,Buhre Av,6,Stair,YES,40.8468193,-73.832403
Bx,Buhre Av,6,Stair,YES,40.847185,-73.832264
Bx,Middletown Rd,6,Stair,YES,40.843609,-73.836478
Bx,Middletown Rd,6,Stair,YES,40.843935,-73.836386
Bx,Westchester Sq-E Tremont Av,6,Stair,YES,40.840128,-73.842875
Bx,Zerega Av,6,Stair,YES,40.8366399,-73.8467133
Bx,Zerega Av,6,Stair,YES,40.836954,-73.846653
Bx,Castle Hill Av,6,Stair,YES,40.834093,-73.851857
Bx,Castle Hill Av,6,Stair,YES,40.834321,-73.85144
Bx,Parkchester,6,Station House,YES,40.8332372,-73.8608907
Bx,Parkchester,6,Station House,YES,40.8331448,-73.8610722
Bx,St Lawrence Av,6,Stair,YES,40.8314802,-73.8674288
Bx,St Lawrence Av,6,Stair,YES,40.831765,-73.867078
Bx,Morrison Av-Soundview,6,Stair,YES,40.829517,-73.87486
Bx,Morrison Av-Soundview,6,Stair,YES,40.8293598,-73.8747982
Bx,Morrison Av-Soundview,6,Stair,YES,40.829641,-73.874447
Bx,Elder Av,6,Stair,YES,40.82846,-73.879362
Bx,Elder Av,6,Stair,YES,40.828688,-73.879018
Bx,Whitlock Av,6,Stair,YES,40.827298,-73.886256
Bx,Whitlock Av,6,Stair,YES,40.827295,-73.886082
Bx,Hunts Point Av,6,Stair,YES,40.820591,-73.890836
Bx,Hunts Point Av,6,Stair,YES,40.820819,-73.890442
Bx,Hunts Point Av,6,Elevator,YES,40.8206647,-73.8909463
Bx,Longwood Av,6,Stair,YES,40.8163303,-73.8964885
Bx,Longwood Av,6,Stair,YES,40.8165528,-73.8963309
Bx,Longwood Av,6,Stair,YES,40.816137,-73.896133
Bx,Longwood Av,6,Stair,YES,40.8164037,-73.8959924
Bx,E 149 St,6,Stair,YES,40.8123603,-73.9041644
Bx,E 149 St,6,Stair,YES,40.8119099,-73.9041573
Bx,E 149 St,6,Stair,YES,40.812389,-73.9037836
Bx,E 149 St,6,Stair,YES,40.8119579,-73.9037523
Bx,E 149 St,6,Elevator,YES,40.8123107,-73.9038466
Bx,E 149 St,6,Elevator,YES,40.8118665,-73.904051
Bx,E 143 St-St Mary's St,6,Stair,YES,40.8080597,-73.9080761
Bx,E 143 St-St Mary's St,6,Stair,YES,40.8080186,-73.9077431
Bx,E 143 St-St Mary's St,6,Stair,YES,40.8083698,-73.9076202
Bx,E 143 St-St Mary's St,6,Stair,YES,40.8083258,-73.9080056
Bx,Cypress Av,6,Stair,YES,40.8052005,-73.9139656
Bx,Cypress Av,6,Stair,YES,40.8050474,-73.9134955
Bx,Cypress Av,6,Stair,YES,40.8052424,-73.9133662
Bx,Cypress Av,6,Stair,YES,40.8051614,-73.9131761
Bx,Brook Av,6,Stair,YES,40.807467,-73.919448
Bx,Brook Av,6,Stair,YES,40.8077634,-73.9193394
Bx,Brook Av,6,Stair,YES,40.8073939,-73.9192355
Bx,Brook Av,6,Stair,YES,40.807591,-73.9189252
Bx,3 Av-138 St,6,Stair,YES,40.810712,-73.92705
Bx,3 Av-138 St,6,Stair,YES,40.810638,-73.926883
Bx,3 Av-138 St,6,Stair,YES,40.810837,-73.9266204
Bx,3 Av-138 St,6,Stair,YES,40.810102,-73.925641
Bx,3 Av-138 St,6,Stair,YES,40.81035,-73.9254715
Bx,3 Av-138 St,6,Stair,YES,40.810019,-73.925438
Bx,3 Av-138 St,6,Stair,YES,40.8102718,-73.9252869
Q,Jamaica Center-Parsons/Archer,E J Z,Stair,YES,40.7016719,-73.8024947
Q,Jamaica Center-Parsons/Archer,E J Z,Stair,YES,40.702234,-73.801859
Q,Jamaica Center-Parsons/Archer,E J Z,Stair/Escalator,YES,40.701874,-73.801747
Q,Jamaica Center-Parsons/Archer,E J Z,Stair/Escalator,YES,40.7023237,-73.799995
Q,Jamaica Center-Parsons/Archer,E J Z,Escalator,YES,40.702821,-73.799843
Q,Jamaica Center-Parsons/Archer,E J Z,Elevator,YES,40.7023632,-73.7998129
Q,Jamaica Center-Parsons/Archer,E J Z,Stair,YES,40.702674,-73.799786
Q,Sutphin Blvd-Archer Av-JFK Airport,E J Z,Stair,YES,40.7004005,-73.8079881
Q,Sutphin Blvd-Archer Av-JFK Airport,E J Z,Stair,YES,40.70081,-73.807923
Q,Sutphin Blvd-Archer Av-JFK Airport,E J Z,Stair,YES,40.7008883,-73.8076763
Q,Sutphin Blvd-Archer Av-JFK Airport,E J Z,Stair,YES,40.7005696,-73.807384
Q,Sutphin Blvd-Archer Av-JFK Airport,E J Z,Escalator,YES,40.7001566,-73.807713
Q,Sutphin Blvd-Archer Av-JFK Airport,E J Z,Elevator,YES,40.7001701,-73.8078539
Q,Jamaica-Van Wyck,E,Station House,YES,40.7027553,-73.8172816
Q,Jamaica-Van Wyck,E,Station House,YES,40.7012544,-73.8165827
Q,Jamaica-Van Wyck,E,Station House,YES,40.7013128,-73.8164043
Q,Jamaica-179 St,F,Stair,YES,40.712483,-73.785064
Q,Jamaica-179 St,F,Stair,YES,40.7122699,-73.7849066
Q,Jamaica-179 St,F,Stair,YES,40.7125933,-73.7846601
Q,Jamaica-179 St,F,Stair,YES,40.7122714,-73.7844702
Q,Jamaica-179 St,F,Stair,YES,40.7126548,-73.7844166
Q,Jamaica-179 St,F,Stair,YES,40.7123248,-73.7842839
Q,Jamaica-179 St,F,Stair,YES,40.7125485,-73.783397
Q,Jamaica-179 St,F,Elevator,YES,40.7126116,-73.7833764
Q,Jamaica-179 St,F,Stair,YES,40.71291,-73.7833555
Q,Jamaica-179 St,F,Stair,YES,40.71266,-73.7832674
Q,Jamaica-179 St,F,Stair,YES,40.7129497,-73.7831855
Q,Jamaica-179 St,F,Stair,YES,40.7127179,-73.7830294
Q,Jamaica-179 St,F,Stair,YES,40.7127313,-73.7826424
Q,Jamaica-179 St,F,Stair,YES,40.7131496,-73.7826376
Q,Jamaica-179 St,F,Stair,YES,40.7128667,-73.7823966
Q,Jamaica-179 St,F,Stair,YES,40.713207,-73.782119
Q,169 St,F,Stair,YES,40.7101668,-73.7949132
Q,169 St,F,Stair,YES,40.710184,-73.79473
Q,169 St,F,Stair,YES,40.7098175,-73.7947039
Q,169 St,F,Stair,YES,40.7098676,-73.7945644
Q,169 St,F,Stair,YES,40.7108497,-73.793255
Q,169 St,F,Stair,YES,40.710495,-73.793022
Q,169 St,F,Stair,YES,40.7105686,-73.792847
Q,169 St,F,Easement - Street,YES,40.7109796,-73.7927502
Q,Parsons Blvd,F,Stair,YES,40.707063,-73.80462
Q,Parsons Blvd,F,Stair,YES,40.7073746,-73.804498
Q,Parsons Blvd,F,Stair,YES,40.7070783,-73.8043305
Q,Parsons Blvd,F,Stair,YES,40.707873,-73.802999
Q,Parsons Blvd,F,Stair,YES,40.7074593,-73.8027967
Q,Parsons Blvd,F,Stair,YES,40.7075757,-73.8026083
Q,Sutphin Blvd,F,Stair,YES,40.7049172,-73.8119582
Q,Sutphin Blvd,F,Stair,YES,40.7053554,-73.8118592
Q,Sutphin Blvd,F,Stair,YES,40.7055478,-73.8097128
Q,Sutphin Blvd,F,Stair,YES,40.7059521,-73.8094924
Q,Sutphin Blvd,F,Stair,YES,40.7056003,-73.8094861
Q,Briarwood,E F,Stair,YES,40.7089519,-73.8201774
Q,Briarwood,E F,Stair,YES,40.708068,-73.820111
Q,Briarwood,E F,Elevator,YES,40.7097309,-73.8196621
Q,Briarwood,E F,Stair,YES,40.7096673,-73.8195203
Q,Kew Gardens-Union Tpke,E F,Stair,YES,40.714673,-73.832151
Q,Kew Gardens-Union Tpke,E F,Stair,YES,40.7150297,-73.8316169
Q,Kew Gardens-Union Tpke,E F,Stair,YES,40.7149405,-73.8314989
Q,Kew Gardens-Union Tpke,E F,Stair,YES,40.71403,-73.8311684
Q,Kew Gardens-Union Tpke,E F,Elevator,YES,40.7139917,-73.8310705
Q,Kew Gardens-Union Tpke,E F,Stair,YES,40.7136754,-73.8300189
Q,Kew Gardens-Union Tpke,E F,Stair,YES,40.714086,-73.8299169
Q,75 Av,E F,Stair,YES,40.7186225,-73.8382901
Q,75 Av,E F,Stair,YES,40.7190791,-73.8379215
Q,75 Av,E F,Stair,YES,40.7178395,-73.8366252
Q,Forest Hills-71 Av,E F M R,Stair,YES,40.7222806,-73.8451532
Q,Forest Hills-71 Av,E F M R,Stair,YES,40.7214409,-73.8446489
Q,Forest Hills-71 Av,E F M R,Stair,YES,40.7219292,-73.8443539
Q,Forest Hills-71 Av,E F M R,Stair,YES,40.7211156,-73.8440429
Q,Forest Hills-71 Av,E F M R,Stair,YES,40.7215033,-73.8433902
Q,Forest Hills-71 Av,E F M R,Elevator,YES,40.7215053,-73.8447892
Q,67 Av,M R,Stair,YES,40.7266187,-73.8535368
Q,67 Av,M R,Stair,YES,40.7270916,-73.8532292
Q,67 Av,M R,Stair,YES,40.7260625,-73.8522056
Q,67 Av,M R,Stair,YES,40.7263812,-73.8515894
Q,63 Dr-Rego Park,M R,Stair,YES,40.729967,-73.8627461
Q,63 Dr-Rego Park,M R,Stair,YES,40.7304474,-73.8624072
Q,63 Dr-Rego Park,M R,Easement - Street,YES,40.7296038,-73.8617722
Q,63 Dr-Rego Park,M R,Stair,YES,40.7300482,-73.8613337
Q,63 Dr-Rego Park,M R,Stair,YES,40.729265,-73.860814
Q,63 Dr-Rego Park,M R,Stair,YES,40.7297958,-73.8604841
Q,Woodhaven Blvd,M R,Stair,YES,40.7333737,-73.8709982
Q,Woodhaven Blvd,M R,Stair,YES,40.7330542,-73.8703315
Q,Woodhaven Blvd,M R,Stair,YES,40.7335882,-73.8696387
Q,Woodhaven Blvd,M R,Stair,YES,40.7332004,-73.8686017
Q,Grand Av-Newtown,M R,Stair,YES,40.7375079,-73.8774159
Q,Grand Av-Newtown,M R,Stair,YES,40.7373292,-73.8772103
Q,Grand Av-Newtown,M R,Stair,YES,40.7361017,-73.8771659
Q,Grand Av-Newtown,M R,Stair,YES,40.7358946,-73.8768826
Q,Grand Av-Newtown,M R,Stair,YES,40.736292,-73.8764169
Q,Elmhurst Av,M R,Stair,YES,40.7427942,-73.8830343
Q,Elmhurst Av,M R,Stair,YES,40.7429634,-73.8827269
Q,Elmhurst Av,M R,Stair,YES,40.741877,-73.8814654
Q,Elmhurst Av,M R,Stair,YES,40.7417271,-73.8811841
Q,Elmhurst Av,M R,Easement - Street,YES,40.742052,-73.8810756
Q,Jackson Hts-Roosevelt Av/74 St-Broadway,7 E F M R,Stair,YES,40.747034,-73.892555
Q,Jackson Hts-Roosevelt Av/74 St-Broadway,7 E F M R,Easement - Street,YES,40.7472534,-73.8921113
Q,Jackson Hts-Roosevelt Av/74 St-Broadway,7 E F M R,Stair,YES,40.7465719,-73.8914756
Q,Jackson Hts-Roosevelt Av/74 St-Broadway,7 E F M R,Station House,YES,40.7466363,-73.8909685
Q,Jackson Hts-Roosevelt Av/74 St-Broadway,7 E F M R,Station House,YES,40.746814,-73.8909408
Q,Jackson Hts-Roosevelt Av/74 St-Broadway,7 E F M R,Stair,YES,40.7463993,-73.8902824
Q,Jackson Hts-Roosevelt Av/74 St-Broadway,7 E F M R,Stair,YES,40.7459586,-73.8901975
Q,Jackson Hts-Roosevelt Av/74 St-Broadway,7 E F M R,Station House,YES,40.7466852,-73.8907723
Q,65 St,M R,Stair,YES,40.7491552,-73.897499
Q,65 St,M R,Stair,YES,40.7493391,-73.89738
Q,Northern Blvd,M R,Stair,YES,40.7530985,-73.9071227
Q,Northern Blvd,M R,Stair,YES,40.7534372,-73.9068952
Q,46 St,M R,Stair,YES,40.756634,-73.9144105
Q,46 St,M R,Stair,YES,40.7568842,-73.9143001
Q,46 St,M R,Stair,YES,40.7558009,-73.9126475
Q,46 St,M R,Stair,YES,40.756029,-73.91218
Q,Steinway St,M R,Stair,YES,40.756583,-73.921108
Q,Steinway St,M R,Stair,YES,40.7566892,-73.9206183
Q,Steinway St,M R,Stair,YES,40.758143,-73.919842
Q,Steinway St,M R,Stair,YES,40.7583025,-73.9193969
Q,36 St,M R,Stair,YES,40.7518701,-73.9304904
Q,36 St,M R,Stair,YES,40.752211,-73.9292685
Q,36 St,M R,Stair,YES,40.7522442,-73.9287628
Q,36 St,M R,Stair,YES,40.7522459,-73.92766
Q,36 St,M R,Stair,YES,40.7519304,-73.9270977
Q,Queens Plaza,E F R,Stair,YES,40.748679,-73.9384765
Q,Queens Plaza,E F R,Stair,YES,40.7484659,-73.9382935
Q,Queens Plaza,E F R,Stair,YES,40.7490951,-73.9379014
Q,Queens Plaza,E F R,Stair,YES,40.7487132,-73.9373725
Q,Queens Plaza,E F R,Stair,YES,40.7488211,-73.9370584
Q,Queens Plaza,E F R,Stair,YES,40.7498886,-73.9361878
Q,Queens Plaza,E F R,Stair,YES,40.749598,-73.9360732
Q,Queens Plaza,E F R,Elevator,YES,40.7488969,-73.9378479
Q,Court Sq-23 St,7 E F G,Stair,YES,40.747954,-73.94724
Q,Court Sq-23 St,7 E F G,Stair,YES,40.7482048,-73.9471589
Q,Court Sq-23 St,7 E F G,Easement - Street,YES,40.7477378,-73.9446888
Q,Court Sq-23 St,7 E F G,Easement - Street,YES,40.7473711,-73.9442712
M,Lexington Av/51-53 Sts,6 E F,Easement - Street,YES,40.757804,-73.971141
M,Lexington Av/51-53 Sts,6 E F,Easement - Street,YES,40.757784,-73.971098
M,Lexington Av/51-53 Sts,6 E F,Easement - Street,YES,40.75812,-73.970958
M,Lexington Av/51-53 Sts,6 E F,Easement - Street,YES,40.758329,-73.970567
M,Lexington Av/51-53 Sts,6 E F,Easement - Street,YES,40.7573651,-73.9694266
M,Lexington Av/51-53 Sts,6 E F,Easement - Street,YES,40.7577948,-73.9691049
M,Lexington Av/51-53 Sts,6 E F,Easement - Street,YES,40.7576771,-73.9690632
